test_with_invalid_currency_code (tests.test.TestCurrencyName),CRP,99,killed
test_with_invalid_currency_code (tests.test.TestCurrencyName),CRP,99,killed
test_with_invalid_currency_code (tests.test.TestCurrencyName),CRP,100,killed
test_with_invalid_currency_code (tests.test.TestCurrencyName),CRP,100,killed
test_with_invalid_currency_code (tests.test.TestCurrencyName),EXS,98,killed
test_with_invalid_currency_code (tests.test.TestCurrencyName),LCR,36,killed
test_with_invalid_currency_code (tests.test.TestCurrencyName),ROR,53,killed
test_with_invalid_currency_code (tests.test.TestCurrencyName),ROR,59,killed
test_with_invalid_currency_code (tests.test.TestCurrencyName),ROR,67,killed
test_amount_convert_invalid_currency (tests.test.TestAmountConvert),ROR,81,killed
test_amount_convert_date (tests.test.TestAmountConvert),ROR,90,killed
